text,label
The deficit in 31 per cent of the meteorological sub-divisional area of precipitation (June-September) at 9 per cent (below the country) received deficient rainfall (Chart III.21).,dovish
sharper increase in the short-term rates on account of the liquidity rebalancing (Chart IV.9)3.,dovish
A slump in oil prices to below US$ 30 per barrel during the second half of March.,dovish
"Refl ecting these changes, headline WPI eased signifi cantly in Q1:2017-18 (Chart II.18).",dovish
"On yuan (approximately $188.3 billion) liquidity into the February 28, 2022, in an emergency move, the BoR economy.",dovish
Chapter I Macroeconomic Outlook demand amidst weak manufacturing activity and Table I.1: Monetary Policy Committee Meetings easing demand for transportation fuels as well as and Policy Rate Voting Patterns supply increases from non-OPEC countries.,dovish
"The growth in adjusted non-food credit holdings provide collateral buffers to banks for availing (i.e., non-food bank credit plus non-SLR investments funds under the LAF as well as wholesale funding in by banks) was marginally lower at 14.1 per cent in the TREPS and market repo segments.",dovish
V.3 Monetary Policy Stance Monetary policy is increasingly becoming accommodative in most AEs and EMEs in the face consistently since October 2018 on the back of falling of a slowing global economy and persisting US- energy prices and weak growth.,dovish
"Nominal driven distress sales in addition to seasonal factors,6 wage growth in rural areas decelerated in December- remonetisation could fuel a sharp reversal in vegetable January, partly on account of demonetisation.",dovish
from autonomous drivers of liquidity are not fully repo rate.,dovish
"The index of industrial production (IIP) rose by 10.0 per cent, y-o-y, during April-July (4.2 per cent above the pre-pandemic level), supported by all its constituents – mining, manufacturing and electricity (Chart III.23).",dovish
Currently the rate on overnight standing deposit facility United 5 is 0.25 per cent (25 bps below the Bank Rate); acts as a No No Kingdom floor to the interest rate corridor.,dovish
"The bountiful and widespread on-quarter (q-o-q) seasonally adjusted annualised Table III.1: Real GDP Growth (y-o-y, per cent) Item 2018-19 2019-20 Weighted 2018-19 (FRE) 2019-20 (PE) 2020-21 Contribution* (FRE) (PE) 2018-19 2019-20 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 1.",dovish
"4 Indian rupee was less volatile, calculated via standard deviation, than MSCI EME currency index during H1:2025-26. headline inflation expected at 4.2 per cent in 2025 and urban households moderated by 20 bps to 8.1 per cent 3.6 per cent in 2026, supported by softening energy and 30 bps to 8.7 per cent, respectively.",dovish
"in August 2019 to 8.4 per cent in August 2020; during Boosted by TLTROs, non-SLR investments of banks the same period, growth in housing loans decelerated (comprising investments in CPs, bonds, debentures from 16.6 per cent to 11.1 per cent.",dovish
"In South Africa, economic activity accelerated on robust Real GDP in the UK contracted in Q2 on the back growth in mining and manufacturing, thus recouping of declining manufacturing activity due to planned output losses witnessed in Q1.",dovish
"rates (SAAR) of GDP, this was essentially a cliff effect expenditure tapered off in August after robust growth embodied in a sudden and steep drop in momentum in July, it strengthened in later part of September with in that quarter (Chart III.1b).",dovish
"However, GVA’s momentum, looking to leverage on global trade to meet their measured in terms of seasonally adjusted q-o-q growth aspirations.",dovish
"For wheat, on the tnec reP tnec reP y-o-y growth q-o-q saar (RHS) 7 A2 (out of pocket expenses) plus FL (family labour) includes all paid out costs such as expenses on hired labour, machines, rent paid for leased land, seeds, fertilisers, irrigation charges, depreciation as well as imputed value of family labour.",dovish
Yields dived below one Chart V.7: Equity Markets a:Equity Indices (MSCI) b: Change in Equity Indices Sources: Bloomberg; and RBI staff estimates.,dovish
"In this scenario, if bps, respectively, below their baseline trajectories.",dovish
Box IV.1: Unconventional Monetary Policy Measures: Impact on Bond Market Various measures undertaken by the Reserve Bank to Chart IV.1.1: LTRO and TLTRO Auctions augment system-level and targeted liquidity produced differential responses in terms of varying intensity of appetite for funds as reflected in the bid-cover ratio (Chart IV.1.1).,dovish
An increase/decrease in net responses in respect of the selling price is optimistic/ months from the date of its publication.,dovish
eased for the fourth consecutive month in September as output growth in both manufacturing and services weakened amidst stringent supply constraints.,dovish
Chapter IV Financial Markets and Liquidity Conditions (y-o-y) in August 2021 on the back of a favourable Chart IV.18: Non-food Credit Growth of SCBs monsoon and measures to support the farm sector (Chart IV.20a).,dovish
Emerging Market Economies (EMEs) V.1 Global Economic Conditions Brazil -1.6 -2.3 -1.8 4.1 1.0 0.3 1.3 The US economy expanded at a solid pace in Q2 after China 7.6 7.2 6.8 5.2 6.8 6.7 6.4 Malaysia 4.4 5.6 5.2 7.2 5.2 4.5 4.7 a weak performance in Q1.,dovish
"cannot be explained by growth in inputs (i.e., labour and capital).",dovish
"Accordingly, it recalibrated the stance available to Standalone Primary Dealers (SPDs) of monetary policy to neutral from accommodative.",dovish
"In the US, jobless growth for 2019 decelerated to its slowest pace in claims surged to a peak as the number of people three years amidst continuing weakness in business filling for unemployment insurance claims jumped investment and exports (Table V.1).",dovish
"Furthermore, against the backdrop of the growth slowdown, there are reports that the Central Government might undertake policy actions to provide a boost to growth.",dovish
accommodative monetary policies rattled global bond markets in February 2021.,dovish
"Electricity generation remained resilient and is expected to sustain its 265 performance backed by thermal supplies, while e s consumer durables continued to gain from favourable n n t o 225 base effects.",dovish
"y-o-y basis) by an average of around 66.2 per cent during September-December 2024 on account of lower Within vegatables excluding TOP (tomato, onion, production in 2023-24 [(-)5.0 per cent over 2022-23].",dovish
"Consequently, the real GDP growth its easing cycle, initiated in February 2025, with a projection for 2025-26 was revised downwards by 20 25 basis points (bps) cut in April 2025, followed by bps to 6.5 per cent.",dovish
Agriculture and allied exports and agriculture credit registered robust growth in H2.,dovish
"Consequently, even as global growth in Q1:2018 extending into Q2.",dovish
"Drivers and Management of Liquidity During H1:2024-25, average daily net absorption ₹ System liquidity transited from deficit in H2:2023-24 under the LAF at 0.4 lakh crore was sharply in to surplus in H1:2024-25.",dovish
Macroeconomic Outlook The outlook for domestic economic activity remains resilient on the back of strong domestic demand and improved macroeconomic fundamentals.,dovish
"Medium-term policies to encourage raw materials, labour costs and increased demand crop diversification, promote climate-resilient crops, led to an increase in output prices in July-September improve storage conditions, facilitate value addition albeit at a slower pace than in May-June 2023.",dovish
"The variance decomposition suggests that global factors explain only 17-18 per cent of the variability in India’s GDP growth, reflecting dominance of domestic growth drivers (Chart III.1.2).",dovish
"They started to moderate from February 2020 digits stands out starkly including in political due to large carry forward stocks, better rabi harvest discourse.",dovish
declined for both horizons vis-à-vis the previous round (Chart I.3).,dovish
"spread predicts output growth at a four-to-six-quarter To sum up, the yield spread has been useful in horizon with considerable variation across countries predicting output growth and recessions at least up and over time.",dovish
"However, there of stressed assets and increased as well as more could be headwinds from greater than expected broad-based credit offtake amidst rising capacity moderation in global growth and global trade as well utilisation can raise the baseline growth projection.",dovish
"Lacklustre benefitting from strong demand for tourism and manufacturing and trade is holding back the revival, other leisure-related activities.",dovish
"Electricity generation rose sharply by with support from all constituents – mining, 7.2 per cent y-o-y during April-August 2024 (5.5 per manufacturing, and electricity generation (Chart III.23 cent a year ago), driven by thermal power generation and Table III.7).",dovish
"The average daily absorption With advance tax outflows in mid-September, the of liquidity increased to `4,562 billion (including LAF, government cash balances increased to about `1,322 MSS and CMBs) during Q1 of 2017-18 from `3,141 billion.",dovish
There was also some moderation in non-oil non-gold imports with the decline in imports of pearls and precious Chapter III Demand and Output Chart III.16: Growth in Merchandise and Services Trade a: Goods Trade b:ServicesTrade e nt 40 e nt p er c 25.4 p er c n 20 19.2 n 15 wt h i 10 wt h i .,dovish
Credit growth in services and agriculture and ‘bank’s credit to NBFCs’ moderated gradually in sectors hovered around their respective long-term response to the regulatory measures undertaken in averages.,dovish
GDP Projections versus Actual Outcomes Net external demand remained bouyant supported The Monetary Policy Report (MPR) of October 2024 by resilient services exports.,dovish
"Chapter IV Financial Markets and Liquidity Conditions With muted credit offtake and decline in non- decline in funding from banks and lower funding SLR investments, banks have augmented their from non-bank sources.",dovish
"On the gross domestic product (GDP) growth outlook, the jump in In India, the recovery that was taking hold from the COVID-19 infections in certain parts of the country second half of 2020-21 was disrupted by the second and the associated localised lockdowns were seen wave of COVID-19 in the weeks following the release of the April 2021 MPR.",dovish
Negative column for an indicator indicate values lower than its pre-turmoil level.,dovish
"Real GVA growth slowed between Q2 and Q3 Chart III.6: Country-wise Share in World Exports Sources:International Financial Statistics, IMF.",dovish
"Equity markets were buoyed to new (ODs) over the greater part of this period, imparted peaks by a surge in investment by mutual funds, a downside bias to overnight money market rates in even as foreign portfolio investment reached close H1 of 2017-18.",dovish
"Prices of mobile communication in respect of goods within the health sub-group and expenses eased signifi cantly, triggered by pricing war clothing also eased, pending price revisions held in the telecommunication sector.",dovish
"In response, onion declined consistently from July 2017, while the prices softened and the government brought down contribution of gram prices, turned increasingly the MEP to US$ 700 per tonne in January 2018 before negative month after month till December withdrawing it completely in February 2018.",dovish
"Minimum Rupiah 1,000 million; 75 bps below the BI 7-day reverse repo rate (3.50 per cent 6 Indonesia Yes with multiples of Rupiah 100 since September 25, 2017).",dovish
Services adoption and technology are expected to keep the exports growth remained in double digits for the sector resilient.,dovish
"The curvature, on the other hand, declined by Overall, the 10-year G-sec yield fell by 13 bps in Q4 to 31 bps reflecting pronounced softening in the mid 7.07 per cent; cumulatively, yield declined by 15 bps segment of the curve compared to the long end.",dovish
"Household QQQQQQQQQQQQQQQQQ 2012-13 2013-14 2014-15 2015-16 2016-17 consumption demand is expected to benefit from the Assessment Expectations Pay Commission award, continued low commodity prices, past interest rate cuts, and measures Source:IndustrialOutlook Survey,RBI.",dovish
"This turned the input-output surveys16 indicate that in Q3:2024-25, the cost of price gap for manufacturers marginally positive inputs are expected to soften for manufacturing in September 2024.",dovish
"Going forward, a pick-up in capital spending by both the centre and states is The Reserve Bank has managed the centre’s market desirable given the growth augmenting property borrowing programme during 2019-20 so far as 3 Reserve Bank of India (2019), “Estimable Fiscal Multipliers for India”, Monetary Policy Report, pp.",dovish
"The moderation in agricultural GVA growth in relation to the preceding quarters mainly refl ects the slowdown in ‘livestock products, forestry and fi sheries’.",dovish
"The slowdown in private consumption demand surprised significantly on the downside, indicating that the April 2019 projection consumption was amplified by weak growth in underestimated the broad-based slowdown in both some of the labour intensive export sectors such as rural and urban consumption.",dovish
The spread between these two rates is an important indicator of financial market conditions – widening spreads signifying tight liquidity conditions.,dovish
election in December appeared to have slowed activity industrial production growth stalled in February after in the final quarter.,dovish
"monetary policy stance and weak manufacturing data, though it ended Q1 on bullish note due to V.5 Conclusion relatively better performance of the US economy In sum, global economic activity is witnessing a vis-a-vis its peers.",dovish
The lower growth in RM reflected the decline term government bond yields eased in response to in bankers’ deposits with the RBI on account of the domestic developments and global cues.,dovish
"from 4.0 per cent of NDTL to 3.0 per cent effective This measure will allow the banking system to avail an fortnight beginning March 28, 2020, which would additional `1,37,000 crore of liquidity under the liquidity augment primary liquidity in the banking system adjustment facility (LAF) window at the reduced MSF by about `1,37,000 crore.",dovish
"rate reverse repo The liquidity absorbed through the fixed rate reverse repo has steadily increased from a fortnightly average of `4.3 lakh crore during January 16-29, 2021 to `4.9 lakh crore during January 30 - March 31 (Chart IV.30).",dovish
"Monetary Policy Report October 2021 Chart I.8: Business Assessment and Expectations Chart I.9: Professional Forecasters' Projection of Real GDP Growth Source: Industrial Outlook Survey, RBI.",dovish
"Sugarcane 3976.6 4054.0 3970.0 4140.4 4.1 2.1 4.3 Cotton # 365.4 352.5 370.0 340.6 -6.8 -3.4 -7.9 Horticulture production fell by 0.4 per cent to 3,332.5 Jute & 97.8 93.5 106.0 95.7 -2.1 2.3 -9.7 lakh tonnes during 2021-22 due to lower output of Mesta ## #: Lakh bales of 170 kgs.",dovish
"By contrast, the bond market the WACR with the policy repo rate and ensuring that rallied significantly, despite some correction in the durable liquidity needs of the economy are adequately recent period.",dovish
"2021-22) coming from lower area sown, heat waves in north India and excess rains and cyclone in Karnataka.",dovish
"Assuming that all state governments assume a normal south-west monsoon, which is implement increases in pay and allowances of the supported by early signals of likely ENSO (El Nino – same order as the central government during the Southern Oscillation) neutral conditions.",dovish
"Assuming global 2018 in the baseline scenario with both upside and growth turns out to be 50 bps below the baseline, downside risks to the outlook.",dovish
"With the strong revival of rains in Real gross value added (GVA) at basic prices rose by September, the cumulative seasonal rainfall was 0.7 18.8 per cent y-o-y during Q1:2021-22 as against a contraction of 22.4 per cent in Q1:2020-21 (Table Table III.6: Agriculture Production III.5).",dovish
"Most states may be able to meet the first two specified reforms (viz., one-nation- one-ration-card and ease of doing business), which Source: Press Information Bureau.",dovish
"Merchandise to fiscal consolidation path is contingent upon efficient imports recorded a precipitous decline in Q3, mainly revenue mobilisation - broadening the tax base and on account of POL and gold.",dovish
"Another factor underlying lower spreads on housing loans is the relatively moderate In line with the usual pattern of pricing of credit, default rate in this sector.",dovish
"Benati, L. and C. Goodhart (2008), “Investigating The contemporaneous correlation between the Time-Variation in the Marginal Predictive Power of yield spread and real GDP growth was found to the Yield Spread”, Journal of Economic Dynamics be statistically insignificant for both the US and and Control, 32(4), pp.",dovish
Chapter IV Financial Markets and Liquidity Conditions Chart IV.19: Credit Flow across Bank Groups Source: RBI.,dovish
"The down by a decline in the production of motor India Meteorological Department also expects ENSO- vehicles, machinery and equipment, computer, neutral conditions to prevail during April-June 2020. electronic and optical products, fabricated metal III.2.2 Industrial Sector products, rubber and plastics products.",dovish
"Second, it entails continued support to the market in view of the large Source: RBI staff estimates.",dovish
"Personal loans segment, which has equipment registered accelerated growth (on a y-o-y generally performed well in recent years, decelerated basis) in February 2021. Credit growth to petroleum, during H2 so far primarily due to a sharp slowdown in growth of housing loans, its largest component (Chart coal products and nuclear fuels and cement and IV.19c).",dovish
"Services sector growth was pulled down by ‘financial, real estate and professional services’ and construction activity.",dovish
"capital and liquidity buffers for lending, and reducing the reserve requirement to zero.",dovish
This softening primarily came from rice due to improved supply conditions as reflected and milk (Chart II.9).,dovish
"Inflation in terms and communications services as well as those of of CPI for industrial workers (CPI-IW) also fell household services, the latter due to an increase in below headline CPI inflation in March 2020 with price of services provided by domestic servants, cooks a steep decline in food inflation.",dovish
Monetary Policy Report April 2020 Chart III.1: Seasonally Adjusted GDP Growth and its Constituents a: Weighted Contribution of the Components to b: GDP Growth and its Momentum GDP Growth Notes: 1.,dovish
"Per employee staff costs Firms polled in the manufacturing purchasing in the manufacturing sector, which declined in the managers’ index (PMI) also reported a decline in input first two quarters of 2018-19, edged up in Q3:2018- costs and selling prices for the second consecutive 19.",dovish
"and inflation could be lower by around 15-20 bps and in Table I.2, therefore, assumes some slowdown 10 bps, respectively, below the baseline.",dovish
"While prices of potatoes and onions eased in CPI and 13.2 per cent in the food and beverages group), August 2021, tomato prices picked up due to lower prices remained in deflation during March-August supply in the markets as the lean period set in.",dovish
complete or nearing it or even in accommodation in response to weakening economic activity.,dovish
"Second, vis growth of 2.9 per cent in 2019 (which itself was international crude oil and other commodity prices a decadal low).",dovish
"7.9 per cent y-o-y on the top of 9.9 per cent growth In Q4 (up to February), electricity generation growth a year ago.",dovish
"On the domestic front, real GDP growth, Thailand 3 1 2 -50 as per the first advance estimates (FAE) of the NSO, UK 4 0 4 -50 US 4 3 1 -50 was estimated to grow at 6.4 per cent in 2024-25, Note: *: Total number of meetings happened is six.",dovish
"commercial banks too increased by 14 bps and 3 bps, IV.3 Liquidity Conditions and the Operating respectively, from their lows reached in December and Procedure of Monetary Policy January, respectively.",dovish
"In this Domestic economic activity is on a recovery path scenario, if the INR appreciates by 5 per cent relative and is expected to remain resilient backed by to the baseline, inflation and GDP growth could consumption demand.",dovish
"Consequently, yields weaker since mid-August due to economic weakness consistently eased in major EMEs, except in Turkey and escalation of political concerns.",dovish
"Monetary Policy Report October 2023 Chart V.1: Survey Indicators a: OECD CLI b: Composite PMI Note: For PMI indices a reading above 50 indicates an overall increase compared to the previous month, and below 50 an overall decrease.",dovish
"exhibited by strong growth in sales, supported by Robust GST collections in Q4 point towards sustained domestic and international demand.",dovish
"phased increase in the size of VRRRs, the surplus liquidity absorbed through fixed rate reverse repo The gradual normalisation of liquidity management remained around `4.7 lakh crore (on an average) in operations in sync with the revised liquidity management framework instituted in February 2020 H1 (Chart IV.35).",dovish
office (NSO) estimated real gross domestic product (GDP) growth at 6.5 per cent year-on-year (y-o-y) in Financial markets have been on edge due to shifting 2024-25 on the back of robust growth in private final expectations of monetary policy and fears of tariff consumption expenditure.,dovish
"Some Latin American countries such monetary accommodation or intervention in foreign as Mexico, Chile and Colombia have been raising currency markets, also supported the markets.",dovish
"In terms of downside risks, adequate food stocks and effective supply management measures by the government could keep food infl ation lower than expected and pull down headline infl ation below the baseline.",dovish
"Yields have softened across the longer end of the term structure as reflected in the downward shift of the yield curve during H2:2024-25 (Chart IV.11.a), with its average level reducing by 8 bps while the slope of the yield curve steepened by 10 bps (Chart IV.11.b).",dovish
"Chapter IV Financial Markets and Liquidity Conditions Box IV.1: Liquidity Management Framework Liquidity management is the implementation of liquidity management operations, including the SDF.",dovish
Advance tax outflows and GST payments absorbed through variable rate reverse repo auctions temporarily moderated surplus liquidity in the third (both main and fine-tuning operations) (Chart IV.32).,dovish
"The global economy is slowing, with divergent growth of 2.8 per cent, with the projection for 2024 retained trajectories across countries and sectors.",dovish
"Although natural gas production has sustained the revival that set in from the second half of the previous year, contraction in crude oil production and subdued coal production pulled down mining output.",dovish
"The reduction in lending rates was seen across most sectors in 2021-22, adding to the softening recorded in Monetary transmission to WALR on fresh rupee loans 2020-21.",dovish
Nominal rural wage growth averaged 6.3 per cent during October 2024-February 2025.,dovish
"Going forward, these all factors may continue to impact portfolio flows to EMEs, although India’s resilient fundamentals and healthy level of foreign exchange reserves – at US$ 422.5 billion as on March 23, 2018 – should continue to provide buffers against global spillovers.",dovish
Monetary policy has moved into the withdrawal of accommodation mode and remains focussed to ensure that inflation returns to the target while supporting growth.,dovish
"auction amount was increased in a calibrated and pre- announced path from `4.0 lakh crore on October 8 to Liquidity Rebalancing `7.5 lakh crore by December 31, 2021.",dovish
"Chapter IV Financial Markets and Liquidity Conditions (ii) extension of the dispensation of enhanced HTM Chart IV.7: FBIL -T-Bill Benchmark limit of 22 per cent of NDTL up to March 31, 2023; and (Yield to Maturity) (iii) forward guidance by the RBI on ensuring ample liquidity to foster congenial financing conditions.",dovish
"globally and is poised to play an important role in On the other hand, kharif sowing remained robust, revival of global growth.",dovish
Banana prices have seen a sustained decline production – by 2.1 per cent as per second advance since November 2019.,dovish
"5.0 After rising since the beginning of 2017-18, wage 4.5 (staff cost per employee) growth in the organised 4.0 manufacturing and services sectors has remained ProjectionApril 2018 Actual(CSO) range bound (see Chart II.20, Chapter II).",dovish
"Domestic air passenger traffic sustained strong growth in January- February 2025, reflecting steady growth in tourism and business-related travels.",dovish
"easing, while India’s bond yield remained relatively Sovereign bond yields across most major AEs stable during this period with a softening bias.",dovish
"It moderated In August, however, it moderated to 2.5 per cent as marginally to 9.9 per cent in August as transport both food and non-food indices eased.",dovish
"The baseline growth outlook, strong capital flows led by foreign assumes a normal south-west monsoon in 2022 and 9 Patra, Michael Debabrata, Jeevan Kumar Khundrakpam and Joice John (2018), “Non-Linear, Asymmetric and Time-Varying Exchange Rate Pass-Through: Recent Evidence from India”, Working Paper 02/2018, Reserve Bank of India.",dovish
Liquidity conditions temporarily turned into deficit mode in the second half of December with the slowdown in government spending prolonging the shortfall created by the usual advance tax outflows.,dovish
"the pass-through of lower international prices, Sources: NSO; and RBI staff estimates.",dovish
"Credit to the housing sector recorded The composition of bank credit has witnessed consistent double-digit expansion (13.8 per cent substantial change over time, with an increasing in August) while vehicle loan growth strengthened proportion of credit now going to services and retail Chart IV.23: Personal Loans Growth (y-o-y) Chart IV.24: Sectoral Bank Credit - Compositional Change Source: RBI.",dovish
"deflation zone from February 2018 on account of Fruits prices also declined during June-August, contrary surplus production during the sugarcane season of to the usual seasonal pattern.",dovish
"The moderation in the long-term investment cycle during the pre-crisis period, but co-moved only in cycle has been much sharper than the output growth the 3-4 year cycle in the recent period.",dovish
"Chapter IV Financial Markets and Liquidity Conditions Chart IV.30: Credit, Surplus Liquidity and Deposit Rates a: Deposit Rate, Credit Growth and b: Maturity wise Transmission to Median Term Liquidity Conditions Deposit Rate (March 2020 to September 2021) Sources: RBI; and RBI staff estimates.",dovish
Autonomous Drivers of Liquidity (1+2+3+4+5) -380 -2114 -215 -2328 -2708 1.,dovish
"First, currency expansion picked up, sell swap auction of US$ 5 billion (₹34,874 crore) for draining systemic liquidity.",dovish
"GST collections improved in Q4, indicating Chart III.20: Nominal Sales Growth healthy domestic trading activity.",dovish
"Combined with worries about financial viability of aggravated worries about global growth, and government European banks and falling commodity prices, it bond yields fell into negative territory in some AEs.",dovish
"According to preliminary estimates, the 2020-21 (RE), indicating lower support to aggregate household financial savings rate spiked to 21.0 per demand (Table III.3).",dovish
"consumer durables regained traction during July and The April MPR had alluded to the potential surge in August, albeit they are still below pre-COVID levels infections and new mutants as downside risks to the (Chart III.4b and c).",dovish
"Retail margins remain partial on account of offsetting changes in decreased in TOP vegetables in September 2025 after input tax credit and compensation cess, as well as some increase seen during July-August 2025.29 various forms of price rigidities.",dovish
They also provide collateral buffers to banks for availing funds under the LAF as well as wholesale funding in the triparty repo and market repo segments.,dovish
"Amongst other major EMEs, Brazil’s GDP growth Sources: Official statistical agencies; Bloomberg; IMF WEO Update, remained relatively steady at 2.1 per cent (y-o-y) January 2024; and RBI staff estimates.",dovish
The Reserve Bank took a slew of liquidity augmenting measures to ensure orderly market conditions.,dovish
The People’s Bank of The Bank Indonesia maintained its policy rate at 5.75 China (PBoC) adopted an accommodative monetary per cent in all its meetings since February 2023.,dovish
"government spending, exports and non-residential Bond yields have moderated since October.",dovish
"In the baseline scenario, global growth is expected to Source:RBIstaffestimates.",dovish
"In August, however, it edged up economy and signalled a ramping up of stimulus if growth momentum loses further.",dovish
"Monetary Policy Report April 2022 (i) Geopolitical Risks baseline, domestic growth and inflation could be around 40 bps and 20 bps, respectively, below the The global recovery from the COVID-19 pandemic baseline trajectories; however, the jump in crude oil is turning out to be muted relative to earlier prices due to geopolitical tensions, as discussed later, expectations.",dovish
"non-farm sector, decline in minerals prices and fall in Wage growth in the organised sector, reflected in per fuel prices provided comfort.",dovish
"The by double digits every month since April 2019, sales growth of fast moving consumer goods (FMCG) resulting in major car producers suspending factory companies, a sizeable part of which occurs in rural production intermittently.",dovish
"It has, however, exhibited signs of recovery 19.3 per cent since end-September, reflecting gains since early February 2024 as a wide range of support in both AEs and EMEs (Chart V.6a).",dovish
"The US composite Purchasing Managers’ Index (PMI)1 at Japan’s GDP grew by 3.5 per cent (q-o-q saar) in 44.6 in August remained in contraction territory for Q2:2022 following a near stagnation in Q1 as the second consecutive month, with declines in both private consumption accelerated with the lifting manufacturing and services output.",dovish
Q2 (till early June) in the wake of weak demand and Gains recorded in May were corrected towards the increased oil inventories.,dovish
"Global growth projections are from the World Economic Outlook (July outlook, the evolution of key macroeconomic and 2018 and January 2019 Updates), International Monetary Fund (IMF).",dovish
"Despite an increase in input costs, services sector firms reported lower selling prices in Sources: Capitaline database; and RBI staff estimates.",dovish
This was aided the maximum impact was felt after the June policy by infusion of liquidity through open market – which signaled both a rate cut and a change in the operation (OMO) purchases and lower crude oil stance from neutral to accommodative – particularly prices.,dovish
"Non-tax revenues increased at a deficit indicators of state governments, as a proportion slower pace relative to the previous year and grants Chart III.9: States’ Key Fiscal Performance Indicators: April-July a.",dovish
"in April 2022 due to crop damage caused by heat waves and unseasonal rains also contributed to fruit Among key vegetables, onion prices moderated during price momentum.",dovish
"PSBs, however, continued to IV.1.6 Credit Market be the major driver of incremental credit extended Bank credit growth remained robust in H2:2023-24 by all scheduled commercial banks (SCBs) in 2023-24 with improving economic activity.",dovish
"50 bps below the reference rate, with a floor of zero; reference rate is the weighted average of successful bids Transactions of minimum for Monetary Authority of Singapore’s S$500 million 3 Singapore No size of S$10 million, with overnight clean borrowing or loan conducted during increments of S$1 million.",dovish
"Among AEs, the US S&P 500 remained mid-November post strong economic data releases buoyant for the most part of October, spurred by the and hawkish Fed commentary causing readjustments unusually aggressive beginning of the rate-cutting in the monetary policy trajectory (Chart V.8a).",dovish
"Growth is for both urban and rural households, remaining in expected around 6.1-6.5 per cent during Q3:2025-26 optimistic territory (Chart I.7).",dovish
"Hungary 6 6 0 105 India 3 3 0 0 Accordingly, the MPC decided unanimously to Israel 4 2 2 0 maintain status quo on the policy repo rate and Japan 4 0 4 0 South Africa 3 3 0 0 continue with the accommodative stance.",dovish
"the average daily liquidity absorption under the LAF fell from `7.8 lakh crore in April to `2.1 lakh In terms of management of liquidity by the RBI, crore in September (up to September 27).",dovish
"The Reserve Bank of Australia (RBA), which was on a pause from Other BRICS central banks remained in accommodative November 2019 after having reduced the cash rate mode.",dovish
"While drawdown of cash balances by the government in the banking system in 2018-19, while government resulted in surplus liquidity, which was absorbed spending was the key driver of frictional liquidity through reverse repo under the LAF window, the movements.",dovish
"Overall, the fiscal customs duties, tax collections witnessed declines support to aggregate demand remained substantial across the board.",dovish
Monetary Policy Report April 2024 The relatively shallower winter easing in vegetables moderation since March 2023.,dovish
"supported by above normal monsoons, adequate reservoir levels, and supportive policy interventions.",dovish
"Accordingly, against 09.00-23.59 hours since March 30, 2020 as banks cumulatively returned `39,882 crore in two an interim measure to provide market participants tranches – `2,434 crore in December 2021 over and greater flexibility in their liquidity management in above `37,348 crore paid earlier in November 2020. view of COVID-19).",dovish
"Among deficit widened marginally to 1.1 per cent of GDP in the major exporters of services globally, India retained Q1:2024-25 from a deficit of 1.0 per cent of GDP in its position in the top ten exporting countries during Q1:2023-24 and a surplus of 0.5 per cent of GDP in January-June 2024.",dovish
"In the money markets, interest rates have eased in the fi rst half of 2016-17 propelled by comfortable liquidity conditions, and volatility has fallen.",dovish
"GDP Projections versus Actual Outcomes On the supply side, industry and services remained buoyant with construction, education, health and The Monetary Policy Report (MPR) of April 2024 other services supporting growth.",dovish
"period, resulting in a wedge of 40-120 bps in Q2 and 83-203 bps in Q3 in respect of various small on fresh rupee loans (provided the spread over the savings instruments relative to the formula-based MCLR remains relatively stable).",dovish
"200 bps in May 2011, was progressively reduced to 50 bps by April 2017 as a part of ongoing refinements of In India, the narrowing of the corridor has moderated the operating procedure of monetary policy.",dovish
"Geopolitical tensions, elevated public debt amidst tight financial conditions, weak recovery in China, geoeconomic fragmentation and extreme weather events pose downside risks to the outlook.",dovish
The strong performance and consumer durables and consumer non-durables of the construction sector was also reflected in growth decelerated.,dovish
"The proposed revision in basic minimum wages of the central sphere for different categories of employees (unskilled, semi-skilled, skilled, highly skilled and clerical)6 would support rural incomes that have been the subdued growth in farm labour wages – the MSPs depressed by drought conditions for two successive of pulses have been raised substantially on top of the years (2014-16).",dovish
"Data for Q4:2023-24 are scheduled to be released by the National Statistical The October 2023 Monetary Policy Report projected Office (NSO) on May 31, 2024. real GDP growth at 6.5 per cent for Q2:2023-24, 6.0 per cent for Q3 and 5.7 per cent for Q4.",dovish
"About 90 per cent of all El south-west monsoon from normal, upside shocks to Nino years have led to below normal rainfall and oil prices and weak growth in a number of advanced 65 per cent of El Nino years have brought droughts.",dovish
"The recently, EMEs have witnessed a resumption of unprecedented surge of liquidity after the portfolio flows.",dovish
"a scenario, if global growth is 100 bps lower than I.4 Balance of Risks the baseline, domestic growth and inflation could be around 30 bps and 15 bps, respectively, below The baseline projections of growth and inflation in this chapter are inter alia conditional on assumptions of the baseline trajectories.",dovish
"In terms of liquidity management, absorptions under the LAF and increase in reserve requirements (through Q2, liquidity surplus rose amidst the continued return I-CRR) were the main instruments for mopping up the of `2,000 banknotes, with the net average absorption liquidity surplus.",dovish
Chapter IV Financial Markets and Liquidity Conditions (`1.25 lakh crore) and drawdown of GoI cash balances USD 2.71 billion (Chart IV.28).,dovish
